church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
Baldwin Chapel Church of God in Christ,Church of God in Christ,Pentecostal Churches,,,,(214) 428-4281,,https://www.usachurches.org/church/baldwin-chapel-church-of-god-in-christ.htm,,,,,
Mt. Calvary Church Of God In Christ,Church of God in Christ,Pentecostal Churches,,,,(614) 253-1101,,https://www.usachurches.org/church/mt-calvary-church-of-god-in-christ.htm,,,,,
Crossroads Chapel Palm Harbor,Church of God of Prophecy,Pentecostal Churches,,,,(727) 600-8670,https://crossroadschapelpalmharbor.com,https://www.usachurches.org/church/crossroadschapelpalmharbor.htm,,,,,
Peerless Road Church,Church of God of Prophecy,Pentecostal Churches,,,,(423) 303-2680,https://peerlessroadchurch.com,https://www.usachurches.org/church/peerless-road-church.htm,,,,,
Pine Grove Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(931) 707-7521,https://pinegrovecogop.org,https://www.usachurches.org/church/pine-grove-church-of-god-of-prophecy.htm,,,,,
Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(352) 485-2867,,https://www.usachurches.org/church/church-of-god-of-prophecy-brooker.htm,,,,,
Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(614) 247-5210,,https://www.usachurches.org/church/church-of-god-of-prophecy-columbus.htm,,,,,
Island Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,,,https://www.usachurches.org/church/island-church-of-god-of-prophecy.htm,,,,,
East Sunnyside Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(713) 738-9509,https://escogop.org,https://www.usachurches.org/church/east-sunnyside-church-of-god-of-prophecy.htm,,,,,
World Harvest Church,Church of God of Prophecy,Pentecostal Churches,,,,(208) 724-9462,https://whccaldwell.com,https://www.usachurches.org/church/world-harvest-church-caldwell.htm,,,,,
Higher Ground Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(585) 266-8870,https://hgcogop.org,https://www.usachurches.org/church/higher-ground-church-of-god-of-prophecy.htm,,,,,
A Servant Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(229) 699-1700,,https://www.usachurches.org/church/church-of-god-of-prophecy-cordele.htm,,,,,
Lighthouse Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(716) 790-8240,,https://www.usachurches.org/church/church-of-god-of-prophecy-olean.htm,,,,,
Dayspring Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(270) 860-6630,,https://www.usachurches.org/church/dayspring-church-of-god-of-prophecy.htm,,,,,
Lakeside Church,Church of God of Prophecy,Pentecostal Churches,,,,(615) 644-3373,https://lakesidecogop.com,https://www.usachurches.org/church/lakeside-church.htm,,,,,
Oromo Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(206) 724-0214,,https://www.usachurches.org/church/oromo-church-of-god-of-prophecy.htm,,,,,
Milton Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(617) 696-0525,,https://www.usachurches.org/church/milton-church-of-god-of-prophecy.htm,,,,,
Wrigley Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(931) 698-3043,,https://www.usachurches.org/church/wrigley-church-of-god-of-prophecy.htm,,,,,
Church of God of Prophecy,Church of God of Prophecy,Pentecostal Churches,,,,(606) 416-7318,,https://www.usachurches.org/church/church-of-god-of-prophecy-russell-springs.htm,,,,,
Cross Life Full Gospel,Church of God of the Mountain Assembly,Pentecostal Churches,,,,(937) 402-7751,,https://www.usachurches.org/church/cross-life-full-gospel.htm,,,,,
Corbin Christian Centre Church of God of the Mountain Assembly,Church of God of the Mountain Assembly,Pentecostal Churches,,,,(606) 546-5889,,https://www.usachurches.org/church/corbin-christian-centre-church-of-god-of-the-mountain-assembly.htm,,,,,
Praise Tabernacle Worship Center,Congregational Holiness Church,Pentecostal Churches,,,,(323) 758-0170,https://praisetabwc.org,https://www.usachurches.org/church/praise-tabernacle.htm,,,,,
Taylor's Grove Congregational Holiness Church,Congregational Holiness Church,Pentecostal Churches,,,,(256) 223-2102,,https://www.usachurches.org/church/taylorsgrovecongregationalholinesschurch.htm,,,,,
Friendship Congregational Holiness Church,Congregational Holiness Church,Pentecostal Churches,,,,(705) 304-5079,,https://www.usachurches.org/church/friendship-congregational-holiness-church.htm,,,,,
Word of Life Christian Fellowship,Elim Fellowship,Pentecostal Churches,,,,(585) 272-8885,https://wolcf.org,https://www.usachurches.org/church/word-of-life-christian-fellowship-rochester.htm,,,,,
Hope Boulder,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(303) 736-2405,https://hopeboulder.org,https://www.usachurches.org/church/hope-boulder.htm,,,,,
North Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(509) 444-8445,https://northchurch.net,https://www.usachurches.org/church/life-center-north.htm,,,,,
Real Life Fellowship Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(352) 201-6828,https://rlfinv.com,https://www.usachurches.org/church/reallifefellowship.htm,,,,,
Greater Life Family Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(727) 849-0200,,https://www.usachurches.org/church/greater-life-family-church.htm,,,,,
Newlife Pomona,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(909) 593-5000,https://newlifepomona.com,https://www.usachurches.org/church/newlife-community-church-pomona.htm,,,,,
New Song Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(701) 258-5683,https://newsongbismarck.com,https://www.usachurches.org/church/newsongchurch.htm,,,,,
New Hope Fellowship,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(530) 677-3646,,https://www.usachurches.org/church/newhopefellowship.htm,,,,,
Pine Valley Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(970) 884-7196,https://pinevalleychurch.org,https://www.usachurches.org/church/pine-valley-church.htm,,,,,
Westside Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(541) 382-7504,https://westsidechurch.org,https://www.usachurches.org/church/westside-church-bend.htm,,,,,
Restoration Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(360) 455-0088,https://rclacey.com,https://www.usachurches.org/church/restorationchurch.htm,,,,,
LIFEhouse Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(860) 222-4778,https://lifehousegroton.com,https://www.usachurches.org/church/lifehouse-church-groton.htm,,,,,
Freeedom Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(530) 885-1787,https://freedom-church.tv,https://www.usachurches.org/church/the-auburn-foursquare-church.htm,,,,,
Arrowhead Fellowship,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(623) 334-8080,,https://www.usachurches.org/church/arrowhead-fellowship.htm,,,,,
Hope Chapel,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(310) 374-4673,https://hopechapel.org,https://www.usachurches.org/church/hope-chapel-christian-church.htm,,,,,
The Church On The Way,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(818) 779-8000,https://tcotw.org,https://www.usachurches.org/church/the-church-on-the-way.htm,,,,,
Liferoads Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(509) 328-1099,https://liferoads.org,https://www.usachurches.org/church/liferoads-church.htm,,,,,
Seed Of Faith International,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(816) 353-8758,,https://www.usachurches.org/church/seed-of-faith-international.htm,,,,,
The Cornerstone Sparks Foursquare Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(775) 331-3147,,https://www.usachurches.org/church/the-cornerstone-sparks-foursquare-church.htm,,,,,
New Hope Christian Fellowship,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(808) 842-4242,https://enewhope.org,https://www.usachurches.org/church/new-hope-christian-fellowship.htm,,,,,
Angelus Temple,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(213) 816-1109,https://angelustemple.org,https://www.usachurches.org/church/angelus-temple.htm,,,,,
The Rock,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(714) 526-8233,https://gototherock.com,https://www.usachurches.org/church/the-rock.htm,,,,,
The Heights,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(509) 230-2406,https://theheightschurch.net,https://www.usachurches.org/church/the-heights.htm,,,,,
Jersey Life Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(732) 933-7775,,https://www.usachurches.org/church/jersey-life-church.htm,,,,,
Living Waters Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(541) 772-9502,https://livingwatersmedford.org,https://www.usachurches.org/church/living-waters-church-medford.htm,,,,,
Restoration Foursquare,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(360) 455-0088,,https://www.usachurches.org/church/restoration-foursquare.htm,,,,,
East Hill Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(503) 661-4444,https://easthill.org,https://www.usachurches.org/church/east-hill-church.htm,,,,,
Community Christian Fellowship Frisco,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(469) 252-0583,,https://www.usachurches.org/church/community-christian-fellowship-frisco.htm,,,,,
Living Word Harvest of Anaheim,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(714) 948-5042,,https://www.usachurches.org/church/living-word-havest-of-anaheim.htm,,,,,
River of Life is a Foursquare Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(509) 826-4734,https://omakriveroflife.com,https://www.usachurches.org/church/river-of-life-is-a-foursquare-church.htm,,,,,
Praise Christian Fellowship,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(702) 768-7849,,https://www.usachurches.org/church/praise-christian-fellowship.htm,,,,,
Family Life Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(847) 336-0664,https://efamilylife.org,https://www.usachurches.org/church/family-life-church-waukegan.htm,,,,,
North Raleigh Community Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(919) 676-4798,https://northraleighcommunitychurch.org,https://www.usachurches.org/church/north-raleigh-community-church.htm,,,,,
Do You Love Jesus Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(937) 901-8626,,https://www.usachurches.org/church/do-you-love-jesus-church.htm,,,,,
Desert Streams Chapel,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(480) 203-9189,,https://www.usachurches.org/church/desert-streams-chapel.htm,,,,,
Mission Church,International Church of the Foursquare Gospel,Pentecostal Churches,,,,(253) 686-1845,,https://www.usachurches.org/church/mission-church.htm,,,,,
Ebenezer Pentecostal Holiness Church,International Pentecostal Church of Christ,Pentecostal Churches,,,,(252) 459-2188,,https://www.usachurches.org/church/ebenezerpentecostalholinesschurch.htm,,,,,
Anointed Pentecostal Ministry,International Pentecostal Church of Christ,Pentecostal Churches,,,,(954) 639-2906,,https://www.usachurches.org/church/anointed-pentecostal-ministry.htm,,,,,
New Life Christian Ministries,International Pentecostal Holiness Church,Pentecostal Churches,,,,(540) 293-2714,https://newlifecm.org,https://www.usachurches.org/church/new-life-christian-ministries.htm,,,,,
Urgent Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(336) 697-2700,https://urgentchurch.com,https://www.usachurches.org/church/urgentchurch.htm,,,,,
Ignite Church International,International Pentecostal Holiness Church,Pentecostal Churches,,,,(720) 616-7141,https://myignitechurch.cc,https://www.usachurches.org/church/brighton-outreach-ministries.htm,,,,,
Harvest Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(864) 729-4600,https://harvest.family,https://www.usachurches.org/church/harvestchurch.htm,,,,,
Black Creek Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(919) 495-1304,,https://www.usachurches.org/church/the-creek-black-creek-pentecostal-holiness-church.htm,,,,,
Harvest Ministries,International Pentecostal Holiness Church,Pentecostal Churches,,,,(904) 783-3488,https://harvestjax.com,https://www.usachurches.org/church/harvest-ministries-church.htm,,,,,
Westwood Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(252) 492-9143,,https://www.usachurches.org/church/westwood-pentecostal-holiness-church.htm,,,,,
Grimesland Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(252) 752-4072,,https://www.usachurches.org/church/grimesland-pentecostal-holiness-church.htm,,,,,
Harbor of Hope Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(540) 381-9434,https://harborofhopechurch.net,https://www.usachurches.org/church/harborofhopechurch.htm,,,,,
Mountain Gap Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(770) 567-3734,https://mountaingap.church,https://www.usachurches.org/church/mountaingapchurch.htm,,,,,
The Mind Of Christ Of The Living God Ministries Inc,International Pentecostal Holiness Church,Pentecostal Churches,,,,(912) 384-5545,,https://www.usachurches.org/church/the-mind-of-christ-of-the-living-god-ministries-inc.htm,,,,,
Abundant Living Ministries,International Pentecostal Holiness Church,Pentecostal Churches,,,,(954) 680-2500,https://alm.org,https://www.usachurches.org/church/abundant-living-ministries.htm,,,,,
Crossroads International Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(252) 813-2215,,https://www.usachurches.org/church/crossroads-pentecostal-holiness-church.htm,,,,,
The Olive Branch Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(386) 256-5836,https://theolivebranchchurch.com,https://www.usachurches.org/church/theolivebranchchurch.htm,,,,,
Alert Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(919) 618-3805,,https://www.usachurches.org/church/alert-pentecostal-holiness-church.htm,,,,,
New Haven Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(970) 464-0334,,https://www.usachurches.org/church/newhavenpentecostalholinesschurch.htm,,,,,
Northwood Temple Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(910) 488-7474,https://northwoodtemple.org,https://www.usachurches.org/church/northwood-temple-church.htm,,,,,
Grace Pentecostal Holiness Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(352) 383-3980,,https://www.usachurches.org/church/gracepentecostalholinesschurch.htm,,,,,
Living Springs Church,International Pentecostal Holiness Church,Pentecostal Churches,,,,(910) 862-4442,,https://www.usachurches.org/church/living-springs-church.htm,,,,,
